t_recv_ns,t_s,t_stamp_ns,frame_id,hardware_connected,analog_states_0,analog_states_1,analog_states_2,analog_states_3,analog_states_4,analog_states_5,digital_states_0,digital_states_1,digital_states_2,digital_states_3,digital_states_4,digital_states_5,digital_states_6,digital_states_7,digital_states_8,digital_states_9,digital_states_10,digital_states_11
21451000130016,2.5998666,1786372908516504912,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451020104896,2.6198415,1786372908536511023,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451040138784,2.6398754,1786372908556532947,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451059996640,2.6597332,1786372908576526277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451080136704,2.6798733,1786372908596527356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451100143392,2.69988,1786372908616507321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451120125728,2.7198623,1786372908636511696,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451140107904,2.7398445,1786372908656504124,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451160090112,2.7598267,1786372908676510627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451180119744,2.7798563,1786372908696546248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451200162272,2.7998988,1786372908716528168,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451220231168,2.8199677,1786372908736524079,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451240369664,2.8401062,1786372908756521556,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451260068416,2.859805,1786372908776511063,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451280078464,2.879815,1786372908796504581,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451300170560,2.8999071,1786372908816511174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451320120832,2.9198574,1786372908836532722,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451340116256,2.9398528,1786372908856528507,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451360107712,2.9598443,1786372908876523301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451380098112,2.9798347,1786372908896507302,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451400136896,2.9998735,1786372908916511520,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451420109856,3.0198464,1786372908936505176,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451440094976,3.0398316,1786372908956511010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451460026240,3.0597628,1786372908976531223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451480141792,3.0798784,1786372908996527546,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451500155200,3.0998918,1786372909016524133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451520121952,3.1198585,1786372909036507084,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451540095392,3.139832,1786372909056511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451560068000,3.1598046,1786372909076504469,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451580093152,3.1798297,1786372909096514106,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451600123712,3.1998603,1786372909116532153,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451620124064,3.2198606,1786372909136528199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451640111648,3.2398482,1786372909156523917,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451659950272,3.2596868,1786372909176507234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451680060640,3.2797972,1786372909196511617,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451700134816,3.2998714,1786372909216504867,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451720082816,3.3198194,1786372909236511779,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451740129120,3.3398657,1786372909256533446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451760086176,3.3598228,1786372909276528263,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451780133216,3.3798698,1786372909296524428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451800067104,3.3998037,1786372909316507337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
